id,date,tweet
1418632968994762754,2021-07-23 18:03:51+00:00,Just in!! @blerdconDC blerdconDC had a phenomenal time!!! #blerdcon2021 looking forward to #blerdcon2022 #revengeoftheblerds rgn99.com/pc-central/202…
1418601800341626882,2021-07-23 16:00:00+00:00,Come join @KisonAskari @jpjacksonart and I tonight as we discuss our time at #BlerdCon2021!! https://t.co/QNsyP1LSVC
1418598456197795844,2021-07-23 15:46:42+00:00,"That will only let the judges off the hook and they should be punished for making a stupid decision they chose inclusion over actual cosplay expertise and don't get me wrong yours was good, great even however there were some that were just Dynamite. #blerDCon2021"
1418575805823782912,2021-07-23 14:16:42+00:00,My heart. 😭 I wish I would have known about this. #blerDCon2021
1418557524907810823,2021-07-23 13:04:04+00:00,IAW #blerDCon2021 rules 80% of the costume MUST be handmade.....this 20% handmade and 80% bs. Blerdcon y'all fucked up big. Just start all over 🤦🏽‍♀️😆😂🖕🏾 get better judges for starters. https://t.co/gTcMUL0whu
1418527546786959363,2021-07-23 11:04:56+00:00,Apparently #Blerdcon2021 was in DC recently and had some controversy with the event organizers. Sounds like a perfect reason not to go or support it financially @blerdconDC.
1418525096990412801,2021-07-23 10:55:12+00:00,"Someone please explain to me how the #blerDCon2021 Cosplay Contest winner being a white woman is wrong. One… #Cosplay is for everyone Two… It’s not a black only convention. I saw many white allies. It’s inclusive of white allies, the LGBTQ and the disability community"
1418372977121443840,2021-07-23 00:50:44+00:00,"#Blerdcon2021#Wario #WarioCosplay
#Nintendo #SuperMarioBrothers #SuperMarioWorld #BlackBoyJoy #GayGeek
#BlackCosplayer #BlackCosplay #BlackCosplayersRock #CosplayingWhileBlack #PocCosplay #PocCosplayer #Blerd #BlackCosplayerHere #28DaysofBlackCosplay #365DaysofBlackCosplay"
1418338164255563778,2021-07-22 22:32:24+00:00,#blerDCon2021 #Blerdcon me and @wendellwpii as #heles and #liquer #godofdestruction #dragonballsuper #anime #cosplayer #blerd https://t.co/Wu1VLSs2AO
1418323997238824962,2021-07-22 21:36:06+00:00,"@Daxclamation You should apologize for the way you treated the other contestants that entered the costume contest at #blerDCon2021 

We’ve all seen the pictures and I personally think that you discrediting those cosplays as “bad” when clearly they weren’t is just mean."
1418323800853254144,2021-07-22 21:35:19+00:00,@muhammadljunaid #blerDCon2021 https://t.co/s4FxTJ4YYn
1418295861466079235,2021-07-22 19:44:18+00:00,"Here's a #CosplayVSCharacter  for our #Godofdestruction cosplay
Lord Liquiir @wendellwpii
Lord Heles @jayhayes007
.
#DBZ #LiquiirCosplay #HelesCosplay #blackcosplayersrock  #cosplay #Blerdcon #blerDCon2021 #DragonBallZ @blerdconDC https://t.co/2fxoEsq0f6"
1418286444381093890,2021-07-22 19:06:53+00:00,#DontSleepOnFTO #blerDCon2021 twitter.com/ftonerdtalk/st…
1418285921414389760,2021-07-22 19:04:48+00:00,"One of the biggest stars at #blerdcon2021. The Slayer of souls the man of many faces. Make sure you check out his work. 

Source • #sixth_raikage_6 Did an ORC for FAEDAY!!! This is my first time doing faeday. Let's hear it for team orc 

Photographer #magicalgeeksandfreaks https://t.co/SNKfZTE6F0"
1418277910776098816,2021-07-22 18:32:58+00:00,Cosplay is amazing. Pure creative energy just emanates from people at these events. I love it and can’t wait to do more in the future! #blerDCon2021 📸 https://t.co/careE0bQLR
1418253737047511052,2021-07-22 16:56:55+00:00,"We will be there! Catch us at Table F10, All weekend long. Stay Masked up and Safe. 

 #blerdish #therealblerdish is from #BatonRouge #Louisiana #MechaCon #mechacon2321 #anime #otaku #blerd #blerDCon2021 #Blerdcon #blackcomix #NewOrleans #nola https://t.co/mQo9eZN7LR"
1418251526078935041,2021-07-22 16:48:08+00:00,"Blerd Watchers Podcast: Blerdcon 2021 &amp; Marvel’s Loki Season Finale!

bit.ly/3Btvi9x

#Blerdcon #blerDCon2021 #Loki #LokiFinale #podcast https://t.co/dDIr2dg1zw"
1418246439092768769,2021-07-22 16:27:55+00:00,"Universe 8 and Universe 2 #Godofdestruction  @blerdconDC
.
📸 and edits by @MunroeRah 
Lord Liquiir @wendellwpii
Lord Heles @jayhayes007
.
#dbz #Tournamentofpower #Liquiircosplay #Helescosplay #dbzcosplay #blackcosplayersrock #blerdcon #blerdcon2021 #cosplay #wendellcosplays https://t.co/Sv425NDtY1"
1418246428934221826,2021-07-22 16:27:53+00:00,"Digimon really pulled up to @blerdcon like...s/o to @killer_red_cosplay for being a dope ass Tai! 

#blerdcon2021 #tai #blackwargreymon #cosplay #digimoncosplay https://t.co/83bXA7FACQ"
1418235301865082881,2021-07-22 15:43:40+00:00,"“Balance”
____________________
I regrettably don’t have too many pictures of my own of me at #blerdcon2021, hoping some begin to surface. I know they’re out there, GL miles was a hit, as expected lol https://t.co/6YIebqOyBa"
1418232209761316866,2021-07-22 15:31:22+00:00,Madame Hydras vs Falcon. #madamehydra #viper #valentinaallegradefontaine #falcon #blerdcon #blerdcon2021 #conqweens #marvelcosplay #dragqueen #cosplay @Daxclamation @corey1914 https://t.co/oC4KWbZfkg
1418230407724736516,2021-07-22 15:24:13+00:00,#Heles #godofdestruction #dragonballsuper #blerDCon2021 #Blerdcon #cosplay #cosplayer #dancehallqueen i made this entire cosplay im proud of my self https://t.co/HfDzx66gXl
1418217595551981577,2021-07-22 14:33:18+00:00,"Short snippet from my set at #blerdcon2021. Song is titled ""Ragequit"" and will be out in afew weeks. In the meantime, check it out 😊.

#blerdcon #mcbrooks #livemusic #dchiphop #dcrap #nerdcorehiphop #nerdcorerap #weebrap https://t.co/ek2I0f2HIV"
1418209889004908546,2021-07-22 14:02:41+00:00,"1st #quinlanvos photoshoot

I did a little editing since it's supposed to be ventress's yellow lightsaber
Thanks to #pinupcosplaystudio
#blerDCon2021 #StarWars https://t.co/pLCiuyboGp"
1418202656959512577,2021-07-22 13:33:57+00:00,"Blerdcon, DO better. #blerDCon2021 #Blerdcon https://t.co/HmdWgdJYNx"
1418042942950940679,2021-07-22 02:59:18+00:00,@blerdconDC is an #hbcu for #Blerds #blackcreators #blackartists #blerdcon2021 #🔥💯🐐
